,NOV,NOV,NOV,NOV,NOV,NOV,NOV,PTGX,PTGX,PTGX,PTGX,PTGX,PTGX,PTGX,JHG,JHG,JHG,JHG,JHG,JHG,JHG,PBF,PBF,PBF,PBF,PBF,PBF,PBF
Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-04-16 00:00:00-04:00,10.77476909,10.81349239,10.07774874,10.50370598,3998800,0,0,6.869999886,7.139999866,6.610000134,7.110000134,93400,0,0,12.14624102,12.14624102,11.70312051,11.96424484,1501500,0,0,6.461652677,6.480970006,5.940084341,6.210526943,4834800,0,0
2020-04-17 00:00:00-04:00,10.54242915,11.31689518,10.50370585,11.29753399,6859100,0,0,7.21999979,7.71999979,7.085000038,7.210000038,141900,0,0,12.56562037,12.73970348,12.25701859,12.58144569,1730100,0,0,6.384383692,7.388885759,6.384383692,7.359909534,6316600,0,0
2020-04-20 00:00:00-04:00,10.37785633,11.44274773,10.1842398,11.13296127,5495700,0,0,7.039999962,7.440000057,6.800000191,6.840000153,108500,0,0,12.27284567,12.45484109,12.15415232,12.26493263,1034700,0,0,6.674143008,7.359908839,6.403700417,6.915609837,4822300,0,0
2020-04-21 00:00:00-04:00,10.79413132,11.36530077,10.67796141,11.11359882,7386500,0,0,6.690000057,6.78000021,6.480000019,6.590000153,49600,0,0,11.86929061,12.18580472,11.82972616,11.96424484,1096700,0,0,6.577556968,7.205370873,6.509946084,7.002538681,3990000,0,0
2020-04-22 00:00:00-04:00,11.73317303,12.05264054,11.28785454,11.42338657,3520800,0,0,6.679999828,7,6.46999979,6.849999905,106100,0,0,12.19371647,12.32823514,11.9088538,12.00380802,716700,0,0,7.350250701,7.446837344,6.847999694,7.041172981,3687200,0,0
2020-04-23 00:00:00-04:00,11.79125882,12.19785402,11.7331734,12.02359867,5870600,0,0,6.940000057,7.039999962,6.71999979,6.75,138200,0,0,12.06711189,12.19371753,11.56068856,11.68729496,1098600,0,0,7.021856068,7.524107104,6.973562513,7.408203125,4304800,0,0
2020-04-24 00:00:00-04:00,12.31402426,12.68189616,11.54923821,11.63636589,7420400,0,0,6.739999771,6.739999771,6.449999809,6.510000229,75400,0,0,11.81389747,11.85346115,11.38660316,11.63981438,1078700,0,0,7.137759235,7.446836938,6.954244393,7.292298317,3648600,0,0
2020-04-27 00:00:00-04:00,11.4137071,12.1784932,11.08455848,11.95583439,6319800,0,0,6.53000021,6.730000019,6.440000057,6.480000019,172800,0,0,11.90093995,12.45088341,11.76642128,12.38362408,1887900,0,0,7.282640148,8.05533425,7.021855968,7.987723827,3267300,0,0
2020-04-28 00:00:00-04:00,11.99455605,12.34306581,11.07487589,11.39434433,7838700,0,0,6.679999828,7.010000229,6.5,6.980000019,168100,0,0,12.57353419,13.03247923,12.48649225,12.63683701,1707800,0,0,8.432021614,8.83768598,8.064992828,8.692806244,3529900,0,0
2020-04-29 00:00:00-04:00,12.07200153,12.7109365,11.8202996,12.56572342,4793300,0,0,7.090000153,7.46999979,7,7.110000134,132600,0,0,13.11952171,13.11952171,12.5418833,12.70805264,1302900,0,0,9.658673536,11.01088746,9.436524486,10.76942062,5782100,0,0
2020-04-30 00:00:00-04:00,12.66253341,12.71093778,12.00423627,12.23657703,4851300,0,0,7.199999809,7.199999809,6.670000076,6.75,115000,0,0,13.73672591,14.36184109,13.27778008,14.16401958,3578800,0,0,10.59556574,11.59040891,10.27682957,11.0108881,7644300,0,0
2020-05-01 00:00:00-04:00,11.96551419,12.08168412,11.2007281,11.32657909,4555100,0,0,6.650000095,6.650000095,6.130000114,6.619999886,111400,0,0,13.58637872,14.02949839,13.45186006,13.87915516,2521200,0,0,10.33477982,10.39273227,9.088811055,9.281984329,4733600,0,0
2020-05-04 00:00:00-04:00,10.99743049,11.946153,10.94902705,11.93647194,4111200,0,0,6.650000095,7.659999847,6.619999886,7.619999886,154400,0,0,13.64968115,14.49635678,13.64176811,14.43305397,2077300,0,0,8.992226212,10.54727245,8.789394015,10.47000313,4186800,0,0
2020-05-05 00:00:00-04:00,12.5366834,12.90455531,11.80093959,11.91711044,4960100,0,0,7.690000057,8.348999977,7.670000076,8.260000229,165000,0,0,14.76539518,14.93156601,14.35392614,14.40140438,1787100,0,0,11.10747366,11.35859937,9.716625186,9.822870255,5410100,0,0
2020-05-06 00:00:00-04:00,11.80093858,12.02359829,11.38466327,11.42338657,3181800,0,0,8.340000153,8.489999771,7.949999809,8.104999542,94000,0,0,14.51218617,14.62296573,13.88706947,13.95828533,1174700,0,0,9.90980085,10.00638705,8.857005119,8.857005119,4431800,0,0
2020-05-07 00:00:00-04:00,11.77189796,12.10104658,11.74285571,11.95583439,4139100,0,0,8.229999542,8.229999542,7.610000134,7.730000019,84500,0,0,14.27479906,15.00278068,14.27479906,14.66252899,1526200,0,0,9.156423107,9.726285058,8.75075962,9.00188446,5158000,0,0
2020-05-08 00:00:00-04:00,12.25593795,12.7883841,12.13976803,12.76902199,2713400,0,0,9.840000153,16.81999969,9.649999619,14.19999981,35328400,0,0,14.98695556,15.30346962,14.91969547,15.25599289,1121000,0,0,9.040517986,10.42170858,9.030860013,10.26716995,5265700,0,0
2020-05-11 00:00:00-04:00,12.45923488,12.80774462,12.28497955,12.46891594,2511600,0,0,13.64999962,15.39999962,13.53999996,14.63000011,4887300,0,0,15.0027791,15.61998261,14.93552052,15.46963787,1434000,0,0,10.12228919,10.68249308,10.00638522,10.38307381,3623800,0,0
2020-05-12 00:00:00-04:00,12.57540448,12.74965981,12.1784904,12.47859669,3569900,0,0,14.98999977,17.33099937,14.55000019,16,3745800,0,0,15.4775485,15.4775485,14.7970438,14.7970438,2051600,0,0,10.47966178,10.80805593,9.755261225,9.774578094,3347100,0,0
2020-05-13 00:00:00-04:00,12.34306542,12.45923533,11.11359885,11.14264202,3991200,0,0,16,17.10000038,15.61999989,16.06999969,1020100,0,0,14.67835478,14.7020939,13.69716031,13.94246006,1752600,0,0,9.803551812,9.871163143,8.885978147,9.156420708,4135100,0,0
2020-05-14 00:00:00-04:00,10.80381121,11.37498059,10.44562044,11.29753399,4092000,0,0,15.5,16.37000084,15.05000019,16.28000069,699400,0,0,13.58637795,14.2985349,13.36481737,14.25897121,1168700,0,0,8.885980002,9.272327519,8.412705191,8.953591347,4148100,0,0
2020-05-15 00:00:00-04:00,11.15232277,11.52987476,11.08455629,11.15232277,3926500,0,0,16.35000038,16.5,15.81999969,16.20000076,775500,0,0,14.04097046,14.25897325,13.85122865,14.24282455,1271600,0.36,0,8.85700489,9.649015931,8.383730045,8.779735565,4369300,0,0
2020-05-18 00:00:00-04:00,11.96551234,12.50763954,11.82998124,12.37210751,3532400,0,0,16.80999947,16.97999954,16.23999977,16.5,1263000,0,0,14.87260921,15.45394842,14.84031181,15.31668758,1640100,0,0,9.339938363,11.05918218,9.301303702,10.54727268,8648000,0,0
2020-05-19 00:00:00-04:00,12.25593815,12.27530027,11.63636524,11.65572643,3214000,0,0,16.52000046,17.21999931,16.28000069,17.04999924,545600,0,0,15.16327833,15.84958093,15.01794315,15.51854038,1981900,0,0,10.3540977,10.7790789,9.822870498,9.900139809,5583300,0,0
2020-05-20 00:00:00-04:00,11.94615179,12.58508682,11.86870518,12.58508682,2787300,0,0,17.12999916,17.22999954,14.96500015,15.38000011,611700,0,0,15.81728505,16.39862422,15.81728505,16.35017967,1752500,0,0,10.24785304,10.84669073,10.22853617,10.7887392,4995900,0,0
2020-05-21 00:00:00-04:00,12.47859719,12.48827732,11.56859814,11.73317242,5944300,0,0,15.59000015,16.20999908,15.56000042,16,407400,0,0,16.30981312,16.54800104,16.25329267,16.45514679,1625100,0,0,10.83703222,11.02054661,10.07399703,10.12228966,5269700,0,0
2020-05-22 00:00:00-04:00,11.5685972,11.87838454,11.42338505,11.70412922,4375300,0,0,16.22999954,16.53000069,15.22999954,15.84000015,437500,0,0,16.49551255,16.54395709,16.12410031,16.4874382,1011000,0,0,10.1319497,10.31546504,9.793896637,10.10297394,3868900,0,0
2020-05-26 00:00:00-04:00,12.33338327,12.56572309,12.0139158,12.45923424,3572400,0,0,16.39999962,16.52000046,15.72000027,15.89500046,620500,0,0,17.13337276,17.73893497,16.98803913,17.43211746,1085400,0,0,10.93361893,11.25235511,10.59556589,11.09781647,4421100,0,0
2020-05-27 00:00:00-04:00,12.68189496,12.85614937,12.11072551,12.83678818,3159100,0,0,15.80000019,16.96500015,15.51000023,16.84000015,917500,0,0,18.13457199,18.23146264,17.67434488,17.83582878,2162200,0,0,11.45518644,11.65801862,10.48931909,10.98191166,4839900,0,0
2020-05-28 00:00:00-04:00,12.8561503,13.01104353,12.4108318,12.51732159,2716200,0,0,16.89999962,17.84000015,16.46999931,16.54000092,786500,0,0,17.98923653,17.98923653,17.50478642,17.67434311,1414200,0,0,11.01088671,11.05918026,10.47966044,10.53761196,4438600,0,0
2020-05-29 00:00:00-04:00,12.3333845,12.42051216,11.68476843,12.07200241,5587400,0,0,16.59000015,16.96999931,16.01000023,16.53000069,321700,0,0,17.432121,17.82775487,17.23026689,17.40789795,2604900,0,0,10.36375718,10.70181115,10.06433879,10.25751209,4075500,0,0
2020-06-01 00:00:00-04:00,12.14944998,12.27530096,11.6944504,12.10104561,3619000,0,0,16.23999977,17.55999947,16.23999977,16.52000046,748600,0,0,17.49671268,18.0174966,17.35945183,17.87619781,1042500,0,0,10.21887633,10.77907931,9.909799078,10.58590603,3353000,0,0
2020-06-02 00:00:00-04:00,12.29466088,12.49795846,12.19785308,12.28497982,4530000,0,0,16.46999931,17.04999924,16.26000023,16.77000046,790700,0,0,18.11034905,18.2314612,17.95693951,18.19916534,1040500,0,0,10.43136771,11.10747468,10.41204992,11.06884003,3282800,0,0
2020-06-03 00:00:00-04:00,12.58508532,13.03040376,12.43987317,12.92391491,3516600,0,0,16.70000076,16.85000038,15.43000031,15.5,408500,0,0,18.57057699,19.20843668,18.57057699,18.89354324,1418500,0,0,11.40689516,11.86085221,11.27167338,11.4551878,3759400,0,0
2020-06-04 00:00:00-04:00,12.93359728,13.43700123,12.8077463,13.3208313,3155100,0,0,15.35000038,16.62000084,15.27999973,16.21999931,715200,0,0,18.73205906,19.70903206,18.58672388,19.70903206,1878600,0,0,11.37791647,11.8028986,11.13644965,11.57108974,3816800,0,0
2020-06-05 00:00:00-04:00,14.27923175,14.81167787,14.1340196,14.55029488,5030900,0,0,16.22999954,17.05999947,15.75,16.04999924,473200,0,0,20.53259821,20.66985905,19.81399814,19.98355484,1677300,0,0,12.78808356,14.16927417,12.78808356,13.66702271,6586400,0,0
2020-06-08 00:00:00-04:00,15.21827361,16.00242169,14.92784836,15.99274063,6380500,0,0,16.04000092,16.34000015,15.61999989,16.23999977,362800,0,0,20.41956295,21.0331981,20.23789394,20.92016029,2681200,0,0,14.48801162,15.04821466,13.94712544,14.76811314,5970600,0,0
2020-06-09 00:00:00-04:00,15.20859303,15.27635859,14.74391244,15.18923092,4405600,0,0,16.12999916,17,16.02000046,16.06999969,314300,0,0,20.36304203,20.47608138,19.81400014,20.40341377,2617300,0,0,13.76360993,14.21756784,13.25170048,13.96644211,4080900,0,0
2020-06-10 00:00:00-04:00,14.92784839,14.96657169,13.96944589,14.26955128,4946300,0,0,16,17.01000023,15.96000004,16.20000076,339900,0,0,20.42763296,20.42763296,19.7494031,20.01585197,2089200,0,0,13.65736573,13.77326971,12.87501271,12.94262314,3482100,0,0
2020-06-11 00:00:00-04:00,12.84646946,13.19497921,12.22689564,12.24625683,4322300,0,0,15.84000015,16.26000023,15.28999996,15.60999966,505100,0,0,18.95006442,19.07925093,18.32028054,18.39294815,3135600,0,0,11.64836138,12.04436687,10.66317618,10.70181084,4914700,0,0
2020-06-12 00:00:00-04:00,12.99168167,12.99168167,11.80093839,12.36242771,5390000,0,0,15.97999954,16.38999939,15.68999958,16.18000031,412900,0,0,19.05502702,19.21650937,17.81160505,18.23953629,2655200,0,0,11.68699559,11.88016888,10.70181043,11.36825943,4520100,0,0
2020-06-15 00:00:00-04:00,11.61700377,12.45923643,11.52987609,12.04296017,6310400,0,0,15.98999977,16.62000084,15.69999981,16.10000038,1003200,0,0,17.44019686,18.37679988,17.3594549,18.25568771,2798000,0,0,10.70181053,11.91880365,10.36375658,11.8705101,5729100,0,0
2020-06-16 00:00:00-04:00,12.94327632,13.10785059,12.40115007,12.56572342,3981700,0,0,16.79999924,17.14999962,16.17000008,16.48999977,380900,0,0,19.1761398,19.1761398,18.15072059,18.44139099,1502200,0,0,12.80740175,13.07784436,11.90914479,12.38241959,4439300,0,0
2020-06-17 00:00:00-04:00,12.52700132,12.52700132,11.85902405,11.85902405,3852600,0,0,16.48999977,16.82999992,16.07999992,16.18499947,232500,0,0,18.49790714,18.76435446,18.14264354,18.19108963,1579000,0,0,12.28583355,12.39207863,11.51313945,11.54211521,3131100,0,0
2020-06-18 00:00:00-04:00,11.61700161,12.12040546,11.51051276,11.87838459,2907700,0,0,16.35000038,18.70000076,16.35000038,17.72999954,1156300,0,0,18.00538384,18.31220292,17.9407906,18.09420013,1529600,0,0,11.37791699,12.71081403,11.34894123,12.45003033,4329400,0,0
2020-06-19 00:00:00-04:00,12.33338472,12.38178909,11.35562007,11.36530113,9147200,0,0,17.95000076,18.19000053,17.21999931,17.44000053,643600,0,0,18.30412831,18.33642416,17.81160385,18.12649727,3982800,0,0,12.84603489,13.03920816,12.3148077,12.44037056,7729000,0,0
2020-06-22 00:00:00-04:00,11.28785517,11.49115278,11.02647307,11.43306828,3549700,0,0,17.48999977,17.65600014,16.47999954,17.18000031,496000,0,0,17.98923792,18.15879462,17.77123512,17.97308922,2170300,0,0,12.17958685,12.43071258,11.69665317,12.23753929,3514600,0,0
2020-06-23 00:00:00-04:00,11.59764103,11.82998179,11.4427478,11.74285412,3827300,0,0,17.31999969,18.33499908,17.28000069,17.625,355300,0,0,18.18301585,18.40909144,17.763159,17.81160355,1746300,0,0,12.45968803,12.62388554,11.61938357,11.64836025,2995700,0,0
2020-06-24 00:00:00-04:00,11.5492378,11.5492378,10.74572847,10.83285522,3557900,0,0,17.53000069,17.95999908,16.65999985,17.71999931,472300,0,0,17.64204992,17.67434578,17.00419018,17.03648758,1466400,0,0,10.91430258,11.12679368,10.09331486,10.32512283,5492400,0,0
2020-06-25 00:00:00-04:00,10.65859947,12.01391599,10.60051406,11.89774609,8485900,0,0,17.75,19.67000008,17.75,18.84000015,614900,0,0,16.94766992,17.43212006,16.69737127,17.31908226,1809400,0,0,10.17058166,10.44102515,9.803552001,10.18989944,4463200,0,0
2020-06-26 00:00:00-04:00,11.74285411,11.81061966,11.49115215,11.80093861,7687400,0,0,18.77000046,18.79000092,17.92000008,18.54000092,1300300,0,0,17.02840885,17.14952098,16.38247647,16.43899536,11847700,0,0,9.987068313,10.02570297,9.137104955,9.243350029,15406300,0,0
2020-06-29 00:00:00-04:00,11.82998114,12.12040638,11.56859814,11.76221466,3621600,0,0,18.82999992,18.82999992,17,17.38999939,372000,0,0,16.59240528,17.01226215,16.47129313,16.9638176,2310200,0,0,9.475158524,9.716625347,9.156421471,9.281984329,3942000,0,0
2020-06-30 00:00:00-04:00,11.62668421,11.98487503,11.57827984,11.85902405,8599300,0,0,17.38999939,17.82500076,17.05999947,17.65999985,521400,0,0,16.95574203,17.23833804,16.90729748,17.08492851,3089100,0,0,9.117787845,9.948434398,8.828028362,9.890481949,4886500,0,0
2020-07-01 00:00:00-04:00,12.00423685,12.02359897,11.37498285,11.43306828,6195700,0,0,17.62999916,18.07999992,17.04999924,17.51000023,264400,0,0,17.08492745,17.18989242,16.38247619,16.41477203,1316700,0,0,9.958093491,10.37341585,9.204716241,9.253009796,4359800,0,0
2020-07-02 00:00:00-04:00,11.76221436,12.0913629,11.70412986,11.71381092,5061500,0,0,17.75,17.89999962,17.30999947,17.75,283000,0,0,16.8669319,17.14145366,16.63278189,16.6570034,1668400,0,0,9.562086291,9.687649155,9.195057512,9.233692169,4550600,0,0
2020-07-06 00:00:00-04:00,12.03328069,12.13008851,11.82998308,11.99455738,5748100,0,0,17.94000053,18.23999977,17.80999947,18.05999947,261200,0,0,17.07685465,17.35137632,17.03244651,17.15759659,3325900,0,0,9.504134516,9.542769172,8.586560752,9.05017662,8405100,0,0
2020-07-07 00:00:00-04:00,11.81061994,11.82998205,11.2104082,11.23945045,7075100,0,0,18.05999947,18.98999977,17.92000008,18.35000038,281300,0,0,17.03244725,17.26256078,16.89518641,16.9638176,2439600,0,0,8.789393472,8.837686104,8.248507337,8.267825127,3784900,0,0
2020-07-08 00:00:00-04:00,11.35561972,11.57827942,11.01679103,11.08455658,6131300,0,0,18.47999954,18.96999931,18.35000038,18.63999939,188000,0,0,17.03648099,17.39981733,16.94766472,17.10107422,1245500,0,0,8.20021313,8.547925947,7.929770545,8.441679955,4062900,0,0
2020-07-09 00:00:00-04:00,11.08455616,11.18136488,10.46498329,10.48434448,4933500,0,0,18.65999985,18.72999954,17.12000084,17.48999977,330300,0,0,17.04455667,17.22218768,15.94243373,16.05143356,2493200,0,0,8.393387214,8.441680767,7.72693912,7.736598015,5001800,0,0
2020-07-10 00:00:00-04:00,10.4553029,10.88125927,10.39721748,10.87157822,4596800,0,0,17.44000053,17.60000038,16.13999939,16.29000092,312100,0,0,16.10795608,16.56818313,16.10795608,16.4712925,1780500,0,0,7.726938076,8.383728108,7.582057895,8.374069214,3332600,0,0
2020-07-13 00:00:00-04:00,11.02647205,11.02647205,10.49402591,10.70700455,5295300,0,0,16.30999947,16.40999985,15.14999962,15.18999958,497600,0,0,16.65699498,16.83462753,16.36632621,16.3824749,1846800,0,0,8.451337917,8.489972567,7.958745428,8.122942924,2608700,0,0
2020-07-14 00:00:00-04:00,10.59083315,11.21040692,10.44562099,11.16200256,4531700,0,0,15.21000004,15.69999981,14.89999962,15.59000015,187400,0,0,16.41477484,16.66507348,16.24521814,16.64085197,1141600,0,0,8.02635798,8.644512487,7.794549119,8.509291649,3635900,0,0
2020-07-15 00:00:00-04:00,11.56859939,11.646046,11.08455756,11.34594059,5031400,0,0,16.75,17.04000092,16.23999977,16.96500015,260600,0,0,17.00419229,17.34330731,16.8265612,17.29486275,1078300,0,0,9.011541494,9.146763242,8.460997448,8.683146477,5072700,0,0
2020-07-16 00:00:00-04:00,11.23944951,11.40402379,10.91998202,11.15232277,4225600,0,0,16.65999985,16.80999947,16.06500053,16.37000084,186800,0,0,17.15759302,17.43211464,16.88307141,17.12529564,889400,0,0,8.499632128,8.760415811,8.209871764,8.576901436,2968400,0,0
2020-07-17 00:00:00-04:00,11.14264391,11.26849491,10.87157981,10.9974308,3205600,0,0,16.35000038,16.94000053,16.35000038,16.53000069,161600,0,0,17.26256098,17.27063533,16.93555835,17.01226234,631200,0,0,8.586560739,8.818368673,7.862160255,7.958746433,5882400,0,0
2020-07-20 00:00:00-04:00,10.99742921,11.18136561,10.87157823,10.9587059,4295600,0,0,16.5,17.06999969,16.37999916,16.73999977,263900,0,0,16.96381868,17.02033758,16.72966719,16.94766998,1012300,0,0,7.891137054,8.18089747,7.765574177,7.794549942,4153300,0,0
2020-07-21 00:00:00-04:00,11.22976859,11.98487344,11.19104529,11.87838459,10506900,0,0,16.89999962,17.57999992,16.57999992,17.23999977,242500,0,0,17.22218771,17.84389857,17.22218771,17.79545403,1552000,0,0,8.007039369,8.914954168,7.997380476,8.499631882,6039800,0,0
2020-07-22 00:00:00-04:00,11.56859816,11.89774672,11.4814705,11.79125786,6754900,0,0,17.18000031,17.36000061,16.75,16.89999962,179600,0,0,17.71471499,18.01345817,17.71471499,17.80352974,1004600,0,0,8.27748244,8.615536363,8.161578475,8.441679955,3210900,0,0
2020-07-23 00:00:00-04:00,11.67508891,12.12040741,11.57828018,12.11072636,8922000,0,0,16.80999947,17.32999992,16.19000053,16.28000069,162000,0,0,17.75508507,18.08208924,17.67434313,17.9650135,944100,0,0,8.335436019,8.567243981,8.180897378,8.422364235,2617300,0,0
2020-07-24 00:00:00-04:00,12.12040773,12.46891751,12.04296019,12.33338547,7236300,0,0,16.12000084,16.65999985,15.32999992,15.47999954,210500,0,0,18.02960393,18.07804847,17.77930533,17.79545403,1300900,0,0,8.354753247,8.596220115,8.316118585,8.383729935,2836600,0,0
2020-07-27 00:00:00-04:00,12.31402304,12.72061821,12.13008665,12.57540512,7514900,0,0,15.57999992,15.78999996,15.02999973,15.76000023,110300,0,0,17.6420498,18.14264714,17.6420498,18.08612823,524700,0,0,8.335434774,8.412704083,8.036015511,8.036015511,2769700,0,0
2020-07-28 00:00:00-04:00,12.0332783,12.8464686,10.70700401,11.19104576,16335600,0,0,15.63000011,16.37000084,15.46000004,16.23999977,224300,0,0,17.9084918,18.11034585,17.60571072,17.79545403,1549400,0,0,7.968405642,8.161578928,7.93942988,7.978064537,3165800,0,0
2020-07-29 00:00:00-04:00,11.18136439,11.60732071,10.99742801,11.31689548,7260500,0,0,16.28000069,16.28000069,15.5,15.64000034,352400,0,0,18.23953508,18.27183093,17.20604162,17.4644146,2273000,0,0,8.045676308,8.547927856,7.96840698,8.547927856,4045900,0,0
2020-07-30 00:00:00-04:00,11.05551435,11.29753524,10.72636579,11.14264202,8762600,0,0,15.5,16.27000046,15.44999981,16.21999931,268000,0,0,17.1172318,17.25449268,16.69737482,16.92345047,1378200,0,0,8.151921158,8.267826067,7.688305208,8.064993858,5356700,0,0
2020-07-31 00:00:00-04:00,10.95870563,11.18136533,10.90062113,11.14264202,7783700,0,0,16.26000023,16.30500031,15.47500038,15.72999954,336900,0,0,16.97996744,17.02033765,16.5681849,16.8669281,1653900,0,0,8.151921042,8.499633921,7.707622429,8.383729935,6336600,0,0
2020-08-03 00:00:00-04:00,11.14264329,11.42338752,11.0361535,11.22008991,3790800,0,0,15.81999969,16.60000038,15.67000008,16.48999977,156900,0,0,16.883076,17.02033684,16.7135193,16.90729904,914600,0,0,8.741099641,9.407547703,8.422363491,9.021201134,7337700,0,0
2020-08-04 00:00:00-04:00,11.19104641,11.45242849,11.11359887,11.37498188,4033900,0,0,16.37999916,16.73999977,15.93000031,16.15999985,143600,0,0,16.8346294,16.94766718,16.57625644,16.7781105,977900,0,0,9.079151405,9.349594887,8.634852451,9.156420708,4826300,0,0
2020-08-05 00:00:00-04:00,11.69444879,11.82998081,11.49115121,11.62668324,5023000,0,0,16.29999924,16.60000038,16,16.57999992,278400,0,0,16.96381806,17.35137755,16.96381806,17.2706356,924400,0,0,9.523453062,9.562087725,8.692807358,8.982567787,4878100,0,0
2020-08-06 00:00:00-04:00,11.62668321,11.86870409,11.47178999,11.59764004,3509300,0,0,16.54000092,16.97999954,16.20000076,16.45000076,193500,0,0,17.12530014,17.27548025,16.97189214,17.01226234,973800,0,0,8.857005166,9.233693827,8.518951168,8.547927856,3651100,0,0
2020-08-07 00:00:00-04:00,11.45242758,11.60732079,11.28785331,11.60732079,2491200,0,0,16.5,18.28000069,16.32500076,17.95999908,356800,0,0,16.88082869,17.41477345,16.86440085,17.39834404,1167500,0.36,0,8.451338535,8.924613272,8.316116787,8.895637512,3214000,0,0
2020-08-10 00:00:00-04:00,11.68476903,12.14944965,11.62668453,12.02359867,3599700,0,0,18,18.15999985,17.68000031,18.02499962,187500,0,0,17.3819166,17.47227679,17.16833899,17.25048447,947300,0,0,8.963248172,9.156421446,8.702464484,8.972907066,3248100,0,0
2020-08-11 00:00:00-04:00,12.34306531,12.8464692,12.30434201,12.63349056,8113500,0,0,18.07999992,18.07999992,16.89999962,16.95999908,218600,0,0,17.49691951,17.71049713,17.37781022,17.4065609,1037600,0,0,9.349597561,9.571746641,8.818370259,8.876321793,3982600,0,0
2020-08-12 00:00:00-04:00,12.84647017,12.94327798,12.47859828,12.77870369,4874600,0,0,17.23999977,17.55999947,16.54999924,17.04000092,312400,0,0,17.7597876,17.89121975,17.18477074,17.34084702,654800,0,0,9.079152059,9.610379247,8.876319894,9.504134178,4612100,0,0
2020-08-13 00:00:00-04:00,12.73998005,12.86583102,12.54636351,12.61412907,3834000,0,0,16.87000084,17.55999947,16.87000084,17.45000076,115000,0,0,17.15190937,17.45584716,17.11905212,17.16833878,572400,0,0,9.35925465,9.436524889,8.82802832,8.866662979,3923500,0,0
2020-08-14 00:00:00-04:00,12.49795822,12.75934122,12.42051161,12.7012558,2366300,0,0,17.40999985,17.40999985,14.15999985,15.68999958,1076300,0,0,17.04512024,17.24226843,17.01636956,17.04512024,615500,0,0,8.799051556,9.137105509,8.721782239,9.079153061,2209100,0,0
2020-08-17 00:00:00-04:00,12.59476689,12.73029799,12.18817174,12.35274601,4770700,0,0,15.61999989,16.64999962,15.61999989,16.5,250700,0,0,17.06976591,17.32441549,17.06976591,17.25869942,914600,0,0,9.088812261,9.39788954,8.963249386,9.253009796,2905700,0,0
2020-08-18 00:00:00-04:00,12.29466086,12.48827739,12.13008659,12.16880989,2720600,0,0,16.52000046,18.42000008,16.47999954,18.21999931,407600,0,0,17.29155399,17.44763022,17.1560153,17.3079834,863100,0,0,9.214373888,9.233691676,8.934272412,8.972907066,2765900,0,0
2020-08-19 00:00:00-04:00,12.16881052,12.43019354,12.01391729,12.09136391,3487200,0,0,18.03000069,19.64999962,17.87000084,19.62000084,645900,0,0,17.36548698,17.61192341,17.12726682,17.16833878,914900,0,0,8.914956306,9.272328081,8.760417659,9.098471642,2706900,0,0
2020-08-20 00:00:00-04:00,11.85902434,11.8687054,11.60732238,11.64604568,2857000,0,0,19.45999908,20.07999992,19,19.95000076,305500,0,0,16.84797465,17.02047875,16.61796761,16.61796761,989000,0,0,8.924613061,8.963247714,8.403044789,8.499631882,4578700,0,0
2020-08-21 00:00:00-04:00,11.52987544,11.58796086,11.34593997,11.39434433,4178800,0,0,19.85000038,21.04000092,19.79999924,20.97999954,377800,0,0,16.51118098,16.64261314,16.4454649,16.60153961,896500,0,0,8.393387199,8.586561414,8.258166354,8.354752541,3211500,0,0
2020-08-24 00:00:00-04:00,11.52019411,11.83966161,11.46210961,11.75253487,6072700,0,0,21.09000015,21.85000038,20.78000069,21.51000023,546000,0,0,16.66725387,17.16012358,16.65903916,17.15190887,598500,0,0,8.45133933,9.195057633,8.393386883,9.01154232,3023700,0,0
2020-08-25 00:00:00-04:00,11.92678797,12.03327774,11.61700156,11.70412922,2074300,0,0,21.64999962,22.51000023,21.15999985,22.34000015,295300,0,0,17.25870019,17.29155744,17.09440923,17.20941353,647600,0,0,9.079154204,9.233693779,8.673489777,8.857005119,2060000,0,0
2020-08-26 00:00:00-04:00,11.65572674,11.75253547,11.45242914,11.52987576,4341400,0,0,22.44000053,22.54000092,21.81999969,22.14999962,265100,0,0,17.16012296,17.16012296,16.97118947,17.04512024,750100,0,0,8.808709145,9.079151715,8.634852746,8.808709145,2893200,0,0
2020-08-27 00:00:00-04:00,11.52987451,11.70412984,11.43306671,11.68476772,2464400,0,0,22.15999985,22.23999977,21.70000076,21.95999908,215900,0,0,17.07798062,17.43941822,17.07798062,17.25869942,681500,0,0,8.789393265,8.808710133,8.084309619,8.2871418,6936300,0,0
2020-08-28 00:00:00-04:00,11.72349263,12.00423686,11.61700377,11.92679024,2423500,0,0,22.18000031,22.48999977,21.84499931,22.29999924,271900,0,0,17.37370456,17.43942064,16.9958375,17.27513123,792600,0,0,8.316118525,9.079153784,8.267825889,9.00188446,5024400,0,0
2020-08-31 00:00:00-04:00,11.91710977,12.00423652,11.51051458,11.61700344,3730400,0,0,22.39999962,22.68000031,22.18000031,22.39999962,297600,0,0,17.27512843,17.32441509,17.01226259,17.02047729,888200,0,0,8.91495542,8.91495542,8.258166232,8.267825127,4292500,0,0
