,LBRT,LBRT,LBRT,LBRT,LBRT,LBRT,LBRT,ROIV,ROIV,ROIV,ROIV,ROIV,ROIV,ROIV,FHI,FHI,FHI,FHI,FHI,FHI,FHI,DINO,DINO,DINO,DINO,DINO,DINO,DINO
Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-06 00:00:00-04:00,9.617446873,10.29184059,9.246041298,9.246041298,1947500,0,0,0,0,0,0,0,0,0,18.72687814,18.73507749,18.04634805,18.08734322,632000,0,0,18.42438248,19.00297076,18.1350892,18.19837189,2303800,0,0
2020-10-07 00:00:00-04:00,8.5032308,8.87952343,8.337075637,8.425040245,2794600,0,0,0,0,0,0,0,0,0,18.20213194,18.82526659,18.20213194,18.63668633,511600,0,0,18.31589549,18.79503848,17.94523832,18.71367455,2342800,0,0
2020-10-08 00:00:00-04:00,8.649839156,8.728029715,8.239338258,8.571648598,1263700,0,0,0,0,0,0,0,0,0,19.1204316,20.33390631,19.06303775,20.17812347,1083500,0,0,18.89448858,19.58156111,18.65039668,19.43691444,1827000,0,0
2020-10-09 00:00:00-04:00,8.591196163,8.786672568,8.142577743,8.161148071,728300,0,0,0,0,0,0,0,0,0,20.25192337,21.07183927,20.25192337,20.94065285,1109800,0,0,19.56348015,19.75332998,18.82216554,18.8673687,1901500,0,0
2020-10-12 00:00:00-04:00,8.112279142,8.151374425,7.86793339,8.063409805,381200,0,0,0,0,0,0,0,0,0,21.09642867,21.62937351,20.98164098,21.41619682,895300,0,0,18.78600482,18.84024689,18.34302418,18.77696419,1627700,0,0
2020-10-13 00:00:00-04:00,7.506300445,7.991082177,7.500436106,7.69200325,973400,0,0,0,0,0,0,0,0,0,21.12923287,21.78516496,21.07183901,21.50639343,926500,0,0,18.65943254,18.66847317,17.84579482,17.94524002,2380200,0,0
2020-10-14 00:00:00-04:00,7.70177758,8.082957257,7.70177758,7.74087286,757900,0,0,0,0,0,0,0,0,0,21.58018408,21.99834133,21.35060865,21.39980316,492900,0,0,18.08084833,18.88544553,18.0356469,18.54191017,1916500,0,0
2020-10-15 00:00:00-04:00,7.535622064,7.80928901,7.408562178,7.779967785,1350600,0,0,0,0,0,0,0,0,0,21.15382711,22.02293899,21.01444136,22.0065403,632600,0,0,18.09892854,19.2018596,17.87291795,19.15665817,3190000,0,0
2020-10-16 00:00:00-04:00,7.760420055,7.858158249,7.261954567,7.340145588,727400,0,0,0,0,0,0,0,0,0,21.47359654,22.25251566,21.42440047,21.78516388,947300,0,0,19.08433534,19.08433534,18.20741312,18.22549438,2009200,0,0
2020-10-19 00:00:00-04:00,7.447657763,7.760420466,7.340145977,7.428110123,750900,0,0,0,0,0,0,0,0,0,22.07213517,22.28531349,21.06363903,21.08003616,575500,0,0,18.18029388,18.32494053,17.58362601,17.60170555,1863100,0,0
2020-10-20 00:00:00-04:00,7.52584777,7.750645844,7.369466663,7.701776981,626600,0,0,0,0,0,0,0,0,0,21.317809,21.47359343,20.93244917,20.98164368,479600,0,0,17.80963715,18.08988983,17.61074671,17.71923256,1941300,0,0
2020-10-21 00:00:00-04:00,7.623586976,7.936349213,7.525848311,7.613812923,791900,0,0,0,0,0,0,0,0,0,20.89145595,21.00624523,20.46509932,20.56348991,797400,0,0,17.55650413,17.85483807,17.14064372,17.31241226,2604400,0,0
2020-10-22 00:00:00-04:00,7.711551058,7.985218479,7.643134552,7.858158588,1320100,0,0,0,0,0,0,0,0,0,20.7192721,20.76846661,20.21912297,20.35030937,855800,0,0,17.19488635,18.08988809,16.76998533,18.01756477,2238400,0,0
2020-10-23 00:00:00-04:00,7.975442956,8.376169727,7.911913488,8.102502823,575000,0,0,0,0,0,0,0,0,0,20.49789568,20.83406104,20.37490862,20.43230247,621400,0,0,18.21645591,18.88544715,18.08084988,18.4334259,1566900,0,0
2020-10-26 00:00:00-04:00,7.975444445,7.994992551,7.330371869,7.486752987,607500,0,0,0,0,0,0,0,0,0,20.03874643,20.15353417,19.6369878,19.89936066,515600,0,0,18.10797281,18.20741632,17.37569711,17.52034378,1682700,0,0
2020-10-27 00:00:00-04:00,7.486752716,7.662681933,7.261954635,7.623586655,439200,0,0,0,0,0,0,0,0,0,19.88295889,19.98954726,19.25982267,19.3008194,502000,0,0,17.39377731,17.49322253,16.70670481,16.78806877,3407400,0,0
2020-10-28 00:00:00-04:00,7.457431888,7.574717729,6.450727263,6.499596596,1772600,0,0,0,0,0,0,0,0,0,18.78427388,19.0138509,18.39071461,18.59569359,743300,0,0,16.27276271,16.37220792,15.3868016,15.57664967,3828000,0,0
2020-10-29 00:00:00-04:00,6.362762012,6.577786014,6.059772945,6.519143105,1466300,0,0,0,0,0,0,0,0,0,18.33332056,18.92365946,17.89876456,18.64488792,916300,0,0,15.39584195,16.13715641,15.19695153,16.08291435,2889300,0,0
2020-10-30 00:00:00-04:00,6.39208431,6.568013069,6.362763083,6.528917789,808900,0,0,0,0,0,0,0,0,0,19.41561019,19.86656334,18.86626643,19.59599113,773900,0,0,16.01059253,16.7699884,15.95635046,16.73382759,4461000,0,0
2020-11-02 00:00:00-05:00,6.616882211,6.988287824,6.460501096,6.919870853,820400,0,0,0,0,0,0,0,0,0,19.94034959,20.07153597,19.32541281,20.03874016,653600,0,0,17.06831972,17.62882677,16.55301583,17.37569427,2502900,0,0
2020-11-03 00:00:00-05:00,7.164216014,7.398788134,6.939417946,7.007834911,1025000,0,0,0,0,0,0,0,0,0,20.38310521,20.81765954,20.16992694,20.66187668,698500,0,0,17.62882949,17.72827472,16.92367569,17.22200966,2145800,0,0
2020-11-04 00:00:00-05:00,6.900323182,6.905210208,6.25525062,6.607108593,714800,0,0,0,0,0,0,0,0,0,20.00594603,20.768468,19.80096707,20.58808708,669400,0,0,17.22200971,17.79155747,16.65246366,16.93271637,3429600,0,0
2020-11-05 00:00:00-05:00,6.646203218,6.885661892,6.558238617,6.812357903,968000,0,0,0,0,0,0,0,0,0,20.87307084,21.15805685,20.57081256,20.90761375,720200,1.27,0,17.05928247,17.80963766,16.72478599,16.87847328,3121100,0,0
2020-11-06 00:00:00-05:00,6.81235839,6.890549411,6.568012673,6.626656055,459900,0,0,0,0,0,0,0,0,0,21.06306379,21.17533197,20.76080711,20.7694416,555200,0,0,16.7428686,17.14968672,15.74842144,15.88402748,4067900,0,0
2020-11-09 00:00:00-05:00,7.408562315,8.190468822,7.408562315,7.789741516,948800,0,0,0,0,0,0,0,0,0,22.2202813,23.73157135,22.19437453,22.59162712,856300,0,0,17.6197902,20.97378917,17.6197902,20.39520073,6552600,0,0
2020-11-10 00:00:00-05:00,7.975444945,8.200243515,7.672456278,7.828837872,838900,0,0,0,0,0,0,0,0,0,22.87660788,23.28249652,22.70389005,23.09250641,653100,0,0,20.43135836,20.53984248,18.83120291,19.5725174,4226800,0,0
2020-11-11 00:00:00-05:00,8.024313815,8.024313815,7.604039327,7.799515724,383100,0,0,0,0,0,0,0,0,0,23.35158652,23.45521689,22.7125254,22.95433235,629800,0,0,19.7894887,20.00645868,18.97585084,19.25610352,2491400,0,0
2020-11-12 00:00:00-05:00,7.633360106,8.00476524,7.604038882,7.770193577,876600,0,0,0,0,0,0,0,0,0,22.64344075,23.08387402,22.40163542,22.71252823,972500,0,0,18.89448712,19.50923627,18.40630509,18.68655777,3154500,0,0
2020-11-13 00:00:00-05:00,7.867933126,8.170921326,7.731099174,8.170921326,560900,0,0,0,0,0,0,0,0,0,22.99751251,23.84383606,22.99751251,23.80065536,563000,0,0,18.81311736,20.18726189,18.81311736,20.01549339,2807900,0,0
2020-11-16 00:00:00-05:00,8.571648331,9.226494005,8.532552121,9.05056572,893300,0,0,0,0,0,0,0,0,0,24.1806425,24.59516741,23.80929666,24.32745361,710400,0,0,21.35348158,22.12191621,20.53984206,21.85070419,4056700,0,0
2020-11-17 00:00:00-05:00,8.864862099,9.480613403,8.74757627,9.275362968,807000,0,0,0,0,0,0,0,0,0,23.87838003,24.53471184,23.47249133,24.53471184,749000,0,0,21.36252381,21.40772697,20.59408906,21.34444427,3113900,0,0
2020-11-18 00:00:00-05:00,9.500163044,9.695639458,9.363329088,9.373103142,954400,0,0,0,0,0,0,0,0,0,24.5174425,24.75924951,23.85247612,23.85247612,622000,0,0,21.53429358,21.78742612,20.46752308,20.53984642,2973400,0,0
2020-11-19 00:00:00-05:00,9.265589032,9.451292296,8.884410314,9.343780518,412300,0,0,0,0,0,0,0,0,0,23.72293238,23.79201985,23.00614925,23.22204781,552700,0,0,20.16014566,20.70257147,20.05166153,20.6844902,2233900,0,0
2020-11-20 00:00:00-05:00,9.236267343,9.392648443,9.050565019,9.128755569,396600,0,0,0,0,0,0,0,0,0,23.04932828,23.10114347,22.53980761,22.85070038,632900,0,0,20.61104795,20.86811112,20.11528027,20.33562088,1775700,0.35,0
2020-11-23 00:00:00-05:00,9.187399132,9.85201982,9.167851958,9.822698593,732200,0,0,0,0,0,0,0,0,0,23.23932117,23.8438378,23.15296141,23.74020576,506400,0,0,20.70284995,22.42885356,20.6294031,22.36458778,3040400,0,0
2020-11-24 00:00:00-05:00,10.223425,10.790307,10.19410377,10.66324711,1124800,0,0,0,0,0,0,0,0,0,24.16336788,24.8542443,23.87838183,24.75061226,826500,0,0,23.20922848,24.22830336,22.68591768,23.68663216,4279600,0,0
2020-11-25 00:00:00-05:00,10.35048694,10.42867751,9.920437862,10.17455769,603000,0,0,0,0,0,0,0,0,0,24.60379832,24.69015806,23.99064723,24.18063736,527900,0,0,23.32857921,23.42956929,22.66755752,23.17250443,2124200,0,0
2020-11-27 00:00:00-05:00,10.16478295,10.33093814,9.861794742,10.06704521,333700,0,0,0,0,0,0,0,0,0,24.2238178,24.2238178,23.80929296,23.99928474,264900,0,0,22.97052351,23.14495867,22.5941082,22.88789558,2862700,0,0
2020-11-30 00:00:00-05:00,9.871569178,9.891116355,9.060341321,9.089662552,906100,0,0,0,0,0,0,0,0,0,23.74884131,23.99064828,23.16159697,23.17886925,617700,0,0,22.51148563,22.65837936,21.33633406,21.47404671,5402200,0,0
2020-12-01 00:00:00-05:00,9.451293095,10.06215743,9.431744989,10.01817513,773100,0,0,0,0,0,0,0,0,0,23.65384595,23.70566279,23.29977244,23.36022377,707400,0,0,22.27278196,23.16332536,22.07080353,22.1993351,4968700,0,0
2020-12-02 00:00:00-05:00,9.910665585,10.40913029,9.764057551,9.979082108,550900,0,0,0,0,0,0,0,0,0,23.36885846,23.68838904,23.23931966,23.53294182,808000,0,0,21.99735259,24.32011216,21.87800211,24.08140945,5060500,0,0
2020-12-03 00:00:00-05:00,10.19410306,10.32116294,9.764054103,9.998625755,547600,0,0,0,0,0,0,0,0,0,24.0597377,25.51921088,24.02519313,25.3033123,1007600,0,0,24.21912492,25.49526655,23.96206178,24.68734932,4812900,0,0
2020-12-04 00:00:00-05:00,10.30161617,10.91736754,10.27229494,10.82940292,1069000,0,0,0,0,0,0,0,0,0,25.30330998,25.48466563,24.8456061,25.28603935,572200,0,0,25.39427399,26.41335063,25.30246499,26.21137047,2956800,0,0
2020-12-07 00:00:00-05:00,10.15500889,10.73166403,10.15500889,10.37980652,516800,0,0,0,0,0,0,0,0,0,25.104686,25.26876938,24.84560837,25.19104576,461600,0,0,25.78905304,26.26645849,24.97195651,25.17393494,2674400,0,0
2020-12-08 00:00:00-05:00,10.16478115,10.89781827,10.13545992,10.8782711,693800,0,0,10.5,10.5,10.2159996,10.39999962,1800,0,0,25.28603956,26.07191017,25.08741163,25.94237137,773200,0,0,24.80669648,25.57788924,24.53126949,24.8526001,3196100,0,0
2020-12-09 00:00:00-05:00,10.99555854,11.1812609,10.41890243,10.54596233,606600,0,0,10.01000023,10.01000023,9.960000038,9.960000038,1300,0,0,25.93373499,26.0632738,25.40694199,25.61420441,721800,0,0,25.14639075,25.62379619,24.13649692,24.92605019,2949000,0,0
2020-12-10 00:00:00-05:00,10.49709377,11.09329803,10.28207017,10.72189236,1079600,0,0,10.10000038,10.10000038,9.75,9.899999619,40200,0,0,25.48466476,25.56238837,25.05286766,25.53647995,442600,0,0,24.87096307,26.32153964,24.84341984,26.11038017,4031700,0,0
2020-12-11 00:00:00-05:00,10.53618785,10.82940292,10.3309374,10.82940292,704700,0,0,9.87899971,9.920000076,9.850000381,9.918999672,24800,0,0,25.08741123,25.6832917,25.06150446,25.5537529,563000,0,0,26.20219023,26.25727493,24.99031455,25.22901726,3244800,0,0
2020-12-14 00:00:00-05:00,11.09329521,11.23990225,10.32116283,10.3602581,1038300,0,0,10,10.06099987,9.859999657,10,31300,0,0,25.77828759,25.77828759,24.74197388,24.74197388,579800,0,0,25.70642251,25.85331622,23.6223657,23.77844048,4755500,0,0
2020-12-15 00:00:00-05:00,10.42867381,11.13238964,10.41889976,10.98578167,758800,0,0,10,10.07600021,9.899999619,10.02499962,129200,0,0,25.0787775,25.31194669,24.97514547,25.25149536,604600,0,0,24.10895322,24.34765593,23.56728201,24.265028,3968600,0,0
2020-12-16 00:00:00-05:00,11.06397285,11.10306812,10.59482956,10.59482956,1260500,0,0,9.920000076,10.10000038,9.899999619,10,265900,0,0,25.51920951,25.51920951,25.07014176,25.15649986,637300,0,0,24.12731486,24.12731486,23.3836635,23.46629143,2436500,0,0
2020-12-17 00:00:00-05:00,10.75121075,10.75121075,10.29184058,10.47754383,759600,0,0,10.01000023,10.02000046,10,10,238900,0,0,25.22558622,25.3637628,25.00968766,25.33785439,543900,0,0,23.62236946,23.84271005,23.16332612,23.53974152,4876900,0,0
2020-12-18 00:00:00-05:00,10.49709114,10.53618641,10.29184071,10.30161476,3996700,0,0,10.09000015,10.09000015,10,10,3300,0,0,25.34649384,25.57102856,25.12195912,25.26877022,2197900,0,0,23.4387538,23.68663588,22.86953929,23.10824203,8018700,0,0
2020-12-21 00:00:00-05:00,9.871568907,10.54596278,9.783604286,10.26252174,926600,0,0,9.989999771,10.10999966,9.989999771,10,81200,0,0,24.97514276,25.20831358,24.55198183,24.95787048,746200,0,0,22.16260906,22.95216406,21.66684323,22.77772713,4736500,0,0
2020-12-22 00:00:00-05:00,10.1843289,10.66324625,10.10613835,10.3602581,769900,0,0,10.05000019,10.05500031,10,10.05000019,69800,0,0,25.04423212,25.05286826,24.65561407,24.84560585,429600,0,0,22.63083217,23.02560965,22.29114114,22.32786369,2254100,0,0
2020-12-23 00:00:00-05:00,10.46777107,10.93691442,10.33093712,10.62415218,635300,0,0,10.10000038,10.11999989,10,10.05000019,17000,0,0,24.94923735,24.94923735,24.41380984,24.55198479,779100,0,0,22.61247061,23.76925985,22.45639583,23.36530304,1402900,0,0
2020-12-24 00:00:00-05:00,10.68279471,10.80008054,10.33093629,10.5068655,288900,0,0,10.10000038,10.27999973,10,10.10000038,41200,0,0,24.71606551,24.80242361,24.39653495,24.6383419,274800,0,0,23.31940026,23.41120927,22.94298488,23.27349663,731700,0,0
2020-12-28 00:00:00-05:00,10.51664032,10.76098605,10.09636538,10.18432999,496600,0,0,10.38000011,10.39999962,10.05000019,10.19999981,122500,0,0,24.82833343,25.0269597,24.52607513,24.56925583,370000,0,0,23.41120725,24.2374848,23.08069553,23.15414238,1244400,0,0
2020-12-29 00:00:00-05:00,10.30161557,10.30161557,9.837358323,9.920435905,593400,0,0,10.19999981,10.25,10.09000015,10.25,64900,0,0,24.64697551,24.68151841,24.18063392,24.30153656,467500,0,0,23.31940085,23.55810359,22.86035752,23.20005035,1099000,0,0
2020-12-30 00:00:00-05:00,10.01817442,10.30161542,10.01817442,10.09636497,399600,0,0,10.13000011,10.42500019,10.13000011,10.14000034,268400,0,0,24.14609647,24.8542452,24.14609647,24.50017166,386500,0,0,23.22758884,24.05386813,23.20922844,23.94369698,2806100,0,0
2020-12-31 00:00:00-05:00,9.969305747,10.18433025,9.93998452,10.07681847,530000,0,0,10.19999981,10.30000019,10.14000034,10.17000008,80300,0,0,24.56061951,25.05286794,24.39653616,24.94923592,565900,0,0,23.76926078,24.19158151,23.47547335,23.73253822,1607200,0,0
2021-01-04 00:00:00-05:00,10.25274808,10.526416,9.832473995,10.35048676,688900,0,0,10.18000031,10.27999973,10.10000038,10.17000008,322700,0,0,24.99241578,25.30330856,24.11154933,24.21518135,527400,0,0,23.91615683,24.17322172,22.83281604,23.20005035,2567700,0,0
2021-01-05 00:00:00-05:00,10.51664134,11.78723943,10.31139087,11.74814415,1399700,0,0,10.17000008,10.27000046,10,10.13000011,441800,0,0,24.18927359,24.72470107,24.15472903,24.56061935,456200,0,0,23.42956877,24.43946431,23.32857869,23.48465347,2661000,0,0
2021-01-06 00:00:00-05:00,11.78723806,12.31502478,11.6894994,11.84588051,1266900,0,0,10.14999962,10.18000031,10.05000019,10.10000038,41200,0,0,25.17377188,26.34826058,24.94060104,26.01145935,1133800,0,0,24.18240288,24.64144621,23.02561347,23.53974152,2783900,0,0
2021-01-07 00:00:00-05:00,12.15864243,12.16841648,11.73836843,12.01203537,572600,0,0,10.10999966,10.10999966,10.01000023,10.05000019,380400,0,0,26.12372395,26.53824876,26.05463648,26.3396225,343900,0,0,23.68663379,24.20994463,23.1633247,23.98042297,2144600,0,0
2021-01-08 00:00:00-05:00,12.16841593,12.32479703,11.72859384,12.09999943,340300,0,0,10.06000042,10.19999981,10.06000042,10.18000031,127600,0,0,26.59006969,26.64188488,25.71783923,26.18417931,320300,0,0,24.25584866,24.28339189,23.10824038,23.31021881,1481400,0,0
2021-01-11 00:00:00-05:00,11.63085753,11.94362073,11.41583394,11.88497734,407600,0,0,10.20499992,10.28999996,10.03999996,10.27000046,35100,0,0,25.92509672,26.30507696,25.85600925,26.09781456,410600,0,0,22.64001557,23.88861392,22.58493087,23.7417202,1869100,0,0
2021-01-12 00:00:00-05:00,12.24660761,12.74507312,12.11857087,12.60823917,564600,0,0,10.21000004,10.29500008,10.14999962,10.27999973,188500,0,0,26.41734745,26.90959589,26.32235156,26.3741684,530300,0,0,23.97123974,25.15557045,23.79680281,25.10966682,2075900,0,0
2021-01-13 00:00:00-05:00,12.51050197,12.51050197,11.79701193,11.8947506,440200,0,0,10.31999969,10.72000027,10.30000019,10.47000027,635600,0,0,26.44325452,26.53824876,25.99418515,26.3396225,485400,0,0,24.96277169,24.96277169,23.89779153,24.18239784,1814700,0,0
2021-01-14 00:00:00-05:00,12.02180882,13.27285856,12.02180882,12.96009636,671600,0,0,10.5,10.5,10.19999981,10.27999973,420500,0,0,26.49507155,27.0823159,26.1841771,26.88368797,398500,0,0,24.32011171,27.06519019,24.29256848,26.83566856,3813900,0,0
2021-01-15 00:00:00-05:00,12.46163204,12.6082391,12.0609052,12.35412025,389000,0,0,10.30000019,10.34000015,10.19999981,10.24499989,215600,0,0,26.34826017,26.8059657,26.04600186,26.54688644,401600,0,0,26.62451065,26.78058544,25.5870736,25.89922142,3785900,0,0
2021-01-19 00:00:00-05:00,12.67665636,12.84281153,12.31502481,12.53004837,572400,0,0,10.30000019,10.34000015,10.25,10.31999969,461500,0,0,26.81459897,26.81459897,26.27917149,26.67642403,366400,0,0,26.21137213,27.46915156,25.86249999,27.10191727,2630900,0,0
2021-01-20 00:00:00-05:00,12.67665686,12.85258515,12.10000078,12.68642998,624400,0,0,10.32999992,10.43999958,10.28999996,10.34000015,256400,0,0,26.71960488,26.98731862,26.35689525,26.62460899,488500,0,0,27.28553339,27.42324778,26.48679902,26.88157654,2400200,0,0
2021-01-21 00:00:00-05:00,12.68642902,12.69620308,11.66017777,11.7579155,580800,0,0,10.43999958,10.47000027,10.31499958,10.35999966,137600,0,0,26.62461123,26.71960713,26.02873073,26.03736687,372700,0,0,26.69795902,26.89075812,26.07365983,26.33072472,1611300,0,0
2021-01-22 00:00:00-05:00,11.46470107,12.37366747,11.35718928,12.29547691,806900,0,0,10.36999989,10.39999962,10.22000027,10.39999962,180900,0,0,25.76965102,26.14099679,25.62283994,25.86464691,393700,0,0,25.57788943,26.72549751,25.42181466,26.67959213,1374700,0,0
2021-01-25 00:00:00-05:00,11.90452344,12.19773755,11.55266502,11.81655884,611800,0,0,10.55000019,10.86999989,10.39999962,10.43999958,506300,0,0,25.59693213,26.08054608,25.26876705,25.61420441,496900,0,0,26.19301016,27.70785263,25.75232728,27.66194725,3658400,0,0
2021-01-26 00:00:00-05:00,12.07067956,12.32479841,11.49402348,11.50379753,500400,0,0,10.39999962,10.47000027,10.27000046,10.34000015,103300,0,0,25.72646976,25.90782373,25.34648788,25.64011002,532500,0,0,27.9190133,28.56167461,27.37734206,27.5150547,3074500,0,0
2021-01-27 00:00:00-05:00,11.29854835,12.62778895,11.26922618,11.46470261,1267500,0,0,10.28999996,10.31900024,10.14999962,10.22999954,327700,0,0,25.70920141,25.89919155,24.55198497,24.72470284,1390100,0,0,27.07437293,28.74529022,26.94584137,28.34133339,3295400,0,0
2021-01-28 00:00:00-05:00,11.75791579,12.15864263,11.54289223,11.96316624,527400,0,0,10.27000046,10.47000027,10.19999981,10.34000015,51400,0,0,25.02696239,25.90782897,24.79379153,25.3033123,1080700,0,0,28.64430133,29.26859872,26.97338232,27.30389404,3597200,0,0
2021-01-29 00:00:00-05:00,11.95339369,12.41276396,11.61131019,11.74814415,636900,0,0,10.32999992,10.46000004,10.23999977,10.31999969,76000,0,0,24.86287771,25.22558569,23.12705317,23.3170433,1141400,0,0,27.04682679,28.57085195,25.93594299,26.12874031,3691600,0,0
2021-02-01 00:00:00-05:00,11.78723854,12.19773851,11.29854708,12.00226212,410800,0,0,10.35000038,10.5,10.27999973,10.31999969,72100,0,0,23.48976339,23.80065619,22.77298026,23.76611328,823800,0,0,26.47761459,26.72549837,25.14638848,25.71560287,3284600,0,0
2021-02-02 00:00:00-05:00,12.42253732,12.59846655,12.0706798,12.08045292,356400,0,0,10.39999962,10.39999962,10.31999969,10.39999962,60300,0,0,24.04246218,24.17200098,23.39476655,23.52430534,839400,0,0,26.37662573,26.74385999,25.7890509,25.92676353,2309500,0,0
2021-02-03 00:00:00-05:00,12.04135692,12.55937053,12.04135692,12.53004837,426700,0,0,10.43000031,10.57999992,10.35999966,10.39999962,54400,0,0,23.42067337,24.15472705,23.34294976,23.96473694,734800,0,0,25.97266998,27.1202782,25.91758353,27.01010704,1971000,0,0
2021-02-04 00:00:00-05:00,12.51050187,13.11647919,12.3443467,13.0089674,747700,0,0,10.52000046,10.52000046,10.27000046,10.35000038,78100,0,0,23.89497029,24.81065447,23.77287973,24.50542641,770300,0.27,0,27.33143576,27.75375471,27.03764836,27.62522316,2003700,0,0
2021-02-05 00:00:00-05:00,12.90145499,13.32172997,12.16841777,12.344347,953400,0,0,10.46000004,10.48999977,10.25,10.31999969,177300,0,0,24.62751784,24.91530392,24.33973175,24.75832939,578800,0,0,28.1301722,28.42395962,27.60686313,27.72621536,1909600,0,0
2021-02-08 00:00:00-05:00,11.59176121,12.12932201,11.53311876,12.00226212,1295100,0,0,10.30000019,10.38599968,10.22000027,10.30000019,126800,0,0,24.90658421,25.59552765,24.61007711,25.59552765,577800,0,0,28.1118117,29.50730196,27.96491624,29.31450462,2462400,0,0
2021-02-09 00:00:00-05:00,11.00533295,11.07374946,10.49709333,11.00533295,6179100,0,0,10.35000038,10.39000034,10.30000019,10.38000011,41900,0,0,25.47343491,25.63913044,25.07227924,25.33390236,576200,0,0,29.11252402,29.18597263,28.26788607,28.75447083,1800500,0,0
2021-02-10 00:00:00-05:00,11.04442651,11.07374774,10.53618698,10.95646191,2573900,0,0,10.46000004,10.48999977,10.21000004,10.35000038,166100,0,0,25.49960077,25.58680904,24.75833297,25.00251579,669400,0,0,28.75447073,29.21351401,28.2587049,29.13088608,1479100,0,0
2021-02-11 00:00:00-05:00,11.01510596,11.01510596,10.27229471,10.75121212,1856700,0,0,10.43000031,10.5,10.35999966,10.44999981,188900,0,0,25.00251458,25.16821012,24.22636451,24.56647491,554900,0,0,28.71774928,29.1308872,28.11181227,28.74529076,1849800,0,0
2021-02-12 00:00:00-05:00,10.57528316,10.75121239,10.37980676,10.6437006,1100900,0,0,10.38000011,10.46000004,10.36999989,10.43999958,139300,0,0,24.43566335,24.81065773,24.37461806,24.56647491,551900,0,0,28.39641743,29.18597243,28.39641743,29.14924812,1482800,0,0
2021-02-16 00:00:00-05:00,10.81962772,11.26922387,10.75121122,10.8782711,1116200,0,0,10.46000004,10.5,10.34000015,10.39000034,188700,0,0,24.75833226,25.11588466,24.54031242,24.93274879,533200,0,0,29.79191111,30.8477086,29.60829308,30.61818695,1673100,0,0
2021-02-17 00:00:00-05:00,10.8782716,11.1421645,10.42867544,10.66324711,1234700,0,0,10.47999954,10.5,10.35999966,10.39000034,204400,0,0,24.74089,24.74089,24.02578359,24.53158951,829500,0,0,31.08640285,31.31592443,30.2693066,30.94868851,1487100,0,0
2021-02-18 00:00:00-05:00,10.58505604,10.74143715,9.856905941,10.1354599,1635900,0,0,10.35999966,10.5,10.35999966,10.43999958,127500,0,0,24.40077762,24.4618229,23.69439388,23.71183586,805300,0,0,30.77426285,31.03132598,29.95716635,30.59064484,1612600,0,0
2021-02-19 00:00:00-05:00,10.11591304,10.46777053,9.76405461,10.15500832,1876200,0,0,10.5,10.72999954,10.40999985,10.59000015,869700,0,0,23.82520843,24.39205969,23.58974659,24.06939125,556900,0,0,30.79262178,33.70295428,30.67326956,33.59278488,3553500,0,0
2021-02-22 00:00:00-05:00,10.14523486,11.15193901,10.11591364,10.69256878,1657600,0,0,10.69999981,10.69999981,10.43999958,10.5,440200,0,0,24.0606675,24.19147906,23.58974389,23.92113495,522600,0,0,33.72132322,35.59422088,33.68459891,34.79548645,2927600,0,0
2021-02-23 00:00:00-05:00,10.72188882,11.12261559,10.38957854,10.98578167,1362500,0,0,10.47000027,10.48999977,10.25,10.30000019,357400,0,0,23.74671971,23.92985723,23.17986848,23.52869987,696600,0,0,35.33715596,36.20933545,33.70295937,35.83292007,3121800,0,0
2021-02-24 00:00:00-05:00,10.99555708,11.88497533,10.99555708,11.63085556,3210500,0,0,10.35000038,10.45899963,10.27600002,10.31999969,306600,0,0,23.69439799,24.74089396,23.45021515,24.61008072,614900,0,0,35.87881808,36.117519,34.68530296,35.30042267,3048700,0,0
2021-02-25 00:00:00-05:00,11.61130829,12.00226106,11.39628381,11.56243896,1364200,0,0,10.23999977,10.35999966,10.14999962,10.19999981,295500,0,0,24.74089142,24.95891126,23.8600911,24.00834465,690000,0,0,35.56666877,35.71356246,34.1252699,35.26369858,2108700,0,0
2021-02-26 00:00:00-05:00,11.3376421,11.58198782,10.85872376,11.42560577,1049700,0,0,10.19999981,10.31000042,10.10000038,10.19999981,461600,0,0,24.07811176,24.08683275,23.28451967,23.30195999,985200,0,0,34.79117509,35.72697167,33.31799333,35.09693146,3294200,0.35,0
2021-03-01 00:00:00-05:00,11.70904537,12.38344002,11.50379588,12.38344002,1514000,0,0,10.30000019,10.31999969,10.11999989,10.17000008,251600,0,0,23.99089837,25.22925087,23.72055429,25.05483437,798200,0,0,35.87521605,36.06978636,34.47615481,35.37488937,2145500,0,0
2021-03-02 00:00:00-05:00,12.33457357,12.64733583,11.87520329,11.88497734,874700,0,0,10.25,10.25,10.10000038,10.14999962,217400,0,0,25.07228208,25.07228208,24.46182585,24.49670982,517800,0,0,35.20811031,35.70843693,34.23525533,34.26305008,1773200,0,0
2021-03-03 00:00:00-05:00,12.02180818,12.29547509,11.95339075,11.99248695,716300,0,0,10.14999962,10.14999962,10,10,192500,0,0,24.68855989,25.53447772,24.61879362,25.12459946,683100,0,0,34.7911745,37.12602876,34.65219723,36.16243744,2726700,0,0
