,LBRT,LBRT,LBRT,LBRT,LBRT,LBRT,LBRT,ROIV,ROIV,ROIV,ROIV,ROIV,ROIV,ROIV,FHI,FHI,FHI,FHI,FHI,FHI,FHI,DINO,DINO,DINO,DINO,DINO,DINO,DINO
Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-31 00:00:00-04:00,13.96680195,15.16898344,13.96680195,14.48481464,2002900,0,0,4.699999809,4.96999979,4.510000229,4.940000057,522400,0,0,30.8325707,31.30137042,30.6793076,30.70635605,554300,0,0,36.27362393,37.49664234,36.27362393,36.92219162,2156800,0,0
2022-04-01 00:00:00-04:00,14.50436435,15.41821696,14.34798321,15.09079361,1460100,0,0,4.869999886,5.099999905,4.789999962,4.840000153,277200,0,0,30.81453557,31.07598213,30.38179821,31.05795097,617200,0,0,37.01484825,37.50590768,36.13464466,36.95925522,1524000,0,0
2022-04-04 00:00:00-04:00,15.23739879,15.80428077,14.67051681,15.21785069,1699400,0,0,4.789999962,4.789999962,4.489999771,4.539999962,737500,0,0,30.99484559,30.99484559,30.47195244,30.62521553,354600,0,0,36.99632077,37.21868586,36.18097388,36.33848572,1615200,0,0
2022-04-05 00:00:00-04:00,15.19830368,15.63812578,14.50436181,14.67051697,2023800,0,0,4.570000172,4.673999786,4.150000095,4.28000021,1171700,0,0,30.58013558,30.78749213,30.17444666,30.49900055,632400,0,0,36.48672491,36.64423319,35.76402965,35.93080521,2616900,0,0
2022-04-06 00:00:00-04:00,14.90508919,15.17875614,14.45549302,14.58255291,916800,0,0,4.199999809,4.25,4.039999962,4.150000095,619200,0,0,30.20149027,30.50801299,29.63352098,29.68761444,454400,0,0,35.83815445,36.31068285,35.25443999,36.13464355,2086400,0,0
2022-04-07 00:00:00-04:00,14.64119688,15.03215064,14.14273226,14.80735207,1031100,0,0,4.099999905,4.360000134,4.050000191,4.28000021,352600,0,0,29.42616752,29.50730599,28.67789187,28.97539902,632200,0,0,36.19024635,36.57938708,34.55028858,35.29151154,2103100,0,0
2022-04-08 00:00:00-04:00,15.14943522,15.7456394,14.89531544,15.47197151,1338600,0,0,4.199999809,4.340000153,4.090000153,4.150000095,252700,0,0,28.95736737,29.52533664,28.8491839,29.20078278,724100,0,0,35.63431375,36.42186573,35.27296792,36.06051636,1690500,0,0
2022-04-11 00:00:00-04:00,15.54038675,15.59903013,15.09079061,15.26671982,1035200,0,0,4.130000114,4.150000095,4.010000229,4.079999924,233200,0,0,29.38109207,29.88595405,29.20980127,29.38109207,429400,0,0,35.87521908,35.87521908,34.95795343,35.21738052,1472800,0,0
2022-04-12 00:00:00-04:00,15.63812888,16.35161806,15.51497822,15.98998737,1408800,0,0,4.159999847,4.159999847,3.95600009,3.980000019,222000,0,0,28.44349312,29.64253905,28.25417117,28.84016991,828100,0,0,35.44901282,36.01419631,34.26305634,34.27232361,2118300,0,0
2022-04-13 00:00:00-04:00,16.3711614,16.6155071,15.98020867,16.42980385,1163100,0,0,4.019999981,4.179999828,3.769999981,4.130000114,704300,0,0,28.72296996,29.05653769,28.50660128,29.02047539,401700,0,0,34.45762884,35.92154706,34.23526376,35.6899147,1464700,0,0
2022-04-14 00:00:00-04:00,16.42980607,16.78166451,16.2147825,16.63505745,1015200,0,0,4.130000114,4.130000114,3.730000019,4.045000076,869500,0,0,29.14669068,29.26388801,28.4254601,28.45250511,347200,0,0,35.48606894,35.81035629,34.50395021,35.34709167,1764300,0,0
2022-04-18 00:00:00-04:00,17.08465204,17.58311753,16.59596061,17.15306854,1741300,0,0,3.99000001,4.070000172,3.799999952,3.829999924,496100,0,0,28.37137129,28.54266381,27.95666506,28.15500259,571500,0,0,36.19024368,37.28354878,35.43975351,37.20016098,1937600,0,0
2022-04-19 00:00:00-04:00,17.03578559,17.47365312,16.5959625,16.96736908,1417700,0,0,3.789999962,4.090000153,3.779999971,3.970000029,668100,0,0,28.31727885,29.2188159,28.31727885,29.16472244,651800,0,0,37.13529653,37.94137604,36.82954016,37.06117249,1621800,0,0
2022-04-20 00:00:00-04:00,17.09442653,17.2605817,16.45912802,17.05533218,2242700,0,0,3.950000048,4.044000149,3.720000029,3.849999905,243100,0,0,29.50730329,29.65154906,29.15570444,29.19176674,465200,0,0,37.06117144,37.62635487,36.16243691,37.55223083,1270600,0,0
2022-04-21 00:00:00-04:00,19.59652515,19.59652515,16.97714071,17.18239021,5003200,0,0,3.829999924,3.839999914,3.700000048,3.700000048,300700,0,0,29.39010456,29.45321188,28.18204657,28.25416946,491600,0,0,38.21933297,38.40463953,35.5972534,35.68064117,1414700,0,0
2022-04-22 00:00:00-04:00,17.24103612,18.11090829,16.39071393,16.4689045,2913400,0,0,3.680000067,3.930000067,3.63499999,3.910000086,342500,0,0,28.25417071,28.36235419,27.59604909,27.61407852,923000,0,0,35.51387028,35.96786766,34.95795057,35.14325714,1194400,0,0
2022-04-25 00:00:00-04:00,15.95089039,15.95089039,14.82201327,15.94111633,3102300,0,0,3.940000057,4.070000172,3.825000048,4.050000191,419700,0,0,27.40672855,27.61408168,26.8026986,27.55998993,838100,0,0,34.21672736,34.49468545,32.33587401,34.05921555,1710500,0,0
2022-04-26 00:00:00-04:00,15.67722105,16.74256659,15.67722105,15.97043514,2172800,0,0,4.090000153,4.210000038,3.839999914,3.910000086,558600,0,0,27.36164819,27.5329407,26.6314037,26.64943314,773300,0,0,34.17039865,35.13398635,33.74419252,33.8461113,1415000,0,0
2022-04-27 00:00:00-04:00,16.0877218,16.56175311,15.63812656,16.14636612,1894600,0,0,3.869999886,3.97300005,3.730000019,3.74000001,269800,0,0,26.57731124,26.74860376,26.15358946,26.19866562,923900,0,0,33.58668126,34.65219118,32.92884642,34.04994583,1402300,0,0
2022-04-28 00:00:00-04:00,16.35161738,17.45606123,15.48174709,17.26058388,1891100,0,0,3.75,3.900000095,3.644999981,3.859999895,192500,0,0,26.45109808,26.69451351,25.89214434,26.54125214,1076000,0,0,33.92023773,36.23656094,33.82758268,35.63431549,1759600,0,0
2022-04-29 00:00:00-04:00,15.8824742,16.59596336,15.60880721,15.77496147,12299300,0,0,3.930000067,4.070000172,3.680000067,3.690000057,376700,0,0,26.18964944,26.71254084,25.63971303,25.67577362,1200000,0,0,35.87521379,36.44966094,35.08766181,35.22664261,1694300,0,0
2022-05-02 00:00:00-04:00,15.71631804,16.10727085,15.37423362,15.83360481,3051200,0,0,3.680000067,3.930000067,3.660000086,3.849999905,266200,0,0,25.44137509,25.91017477,25.13485235,25.58562088,936500,0,0,35.01354553,36.44966533,35.01354553,36.12538147,1533100,0,0
2022-05-03 00:00:00-04:00,15.90201979,16.42980557,15.77984693,16.29297256,4200000,0,0,3.839999914,3.950000048,3.75,3.859999895,179500,0,0,25.55857433,26.73057174,25.40531297,26.2978344,818300,0,0,35.99566216,38.05255835,35.99566216,37.7097435,1867200,0,0
2022-05-04 00:00:00-04:00,16.61550663,16.88917447,15.92156578,16.83053017,2020100,0,0,3.910000086,3.970000029,3.680000067,3.960000038,204900,0,0,26.3429091,27.24444605,25.92820293,27.20838547,835200,0,0,38.32125632,40.11872207,37.88578637,39.81296921,1730600,0,0
2022-05-05 00:00:00-04:00,16.94781591,16.97713807,15.06146703,16.2147789,3473300,0,0,3.869999886,3.869999886,3.700000048,3.799999952,162500,0,0,26.81722389,26.87180565,26.10767836,26.47154808,1083800,0.27,0,40.10945087,40.10945087,37.89504659,39.11806488,1489000,0,0
2022-05-06 00:00:00-04:00,16.44935249,16.59107345,15.78473189,15.97043514,2602800,0,0,3.769999981,3.869999886,3.589999914,3.619999886,216400,0,0,26.33510037,26.83542108,25.85297184,26.64439011,810400,0,0,39.65545208,39.6925141,38.12668091,39.54426956,2114000,0,0
2022-05-09 00:00:00-04:00,15.52084138,15.55504964,13.55630143,13.57584953,4600500,0,0,3.559999943,3.654999971,3.069999933,3.160000086,623900,0,0,26.28961533,27.19929061,26.28961533,26.99916267,863900,0,0,40.70243371,42.98169501,38.71039424,39.18292618,4783600,0,0
2022-05-10 00:00:00-04:00,13.75177736,14.47504143,13.2142175,13.73223019,3179100,0,0,3.190000057,3.359999895,3.019999981,3.049999952,463400,0,0,27.39032276,27.49038586,26.39877658,26.96277428,1114000,0,0,39.86855666,42.08296124,38.60847619,40.56345367,3652100,0,0
2022-05-11 00:00:00-04:00,14.09386058,14.77314135,13.70779391,13.78109837,1922000,0,0,3.059999943,3.130000114,2.769999981,2.819999933,578000,0,0,27.20838845,27.95432193,26.94458351,27.73600006,1329300,0,0,42.30533565,42.82419343,41.46219397,41.73088837,2983000,0,0
2022-05-12 00:00:00-04:00,13.58562204,14.07431349,13.29240791,13.72245598,2610900,0,0,2.809999943,2.86500001,2.519999981,2.809999943,1035600,0,0,27.60864595,28.38187031,27.45400108,28.2363224,1363600,0,0,41.88839364,41.90692465,40.38741699,41.74941635,2508800,0,0
2022-05-13 00:00:00-04:00,14.11340909,14.70961327,14.06942771,14.42617226,2028500,0,0,2.900000095,3.539999962,2.880000114,3.460000038,1096100,0,0,28.45464053,28.80031634,28.18173693,28.46373749,1076200,0,0,42.39797577,44.08426221,42.35165001,43.41716003,2170400,0,0
2022-05-16 00:00:00-04:00,14.40662413,14.97350615,14.40662413,14.79757786,2236600,0,0,3.49000001,3.710000038,3.380000114,3.529999971,907600,0,0,28.23632048,29.21876794,27.94522295,28.900383,993400,0,0,44.10279339,44.73283359,43.40789641,43.69512177,2826100,0,0
2022-05-17 00:00:00-04:00,15.12011397,15.52084082,14.90508947,15.15920925,1952400,0,0,3.609999895,3.839999914,3.480000019,3.799999952,725400,0,0,29.50076911,30.0101885,29.36431643,29.97380066,742000,0,0,44.74210558,44.74210558,42.47210784,43.71365738,2722500,0,0
2022-05-18 00:00:00-04:00,15.3253633,15.4621963,14.27956302,14.59232616,1684400,0,0,3.769999981,3.869999886,3.609999895,3.630000114,525100,0,0,29.5280589,29.61902851,28.90038421,28.99135208,940900,0,0,44.04719925,44.05646298,42.81491371,43.4912796,2115400,0,0
2022-05-19 00:00:00-04:00,14.16227866,14.70961352,14.05476687,14.50436306,2819300,0,0,3.599999905,3.799999952,3.589999914,3.650000095,460800,0,0,28.88218767,29.61902583,28.77302588,29.22786522,1035400,0,0,42.56475902,43.4727574,41.45292657,42.9539032,2106200,0,0
2022-05-20 00:00:00-04:00,14.7389358,14.93441221,14.42617353,14.57278061,2252000,0,0,3.730000019,3.950000048,3.660000086,3.700000048,605900,0,0,29.41889732,29.56444522,28.66386694,29.5462513,853800,0,0,43.150165,43.59877286,42.37445453,43.43054581,1629900,0.4,0
2022-05-23 00:00:00-04:00,14.83667223,15.84337539,14.50924894,15.66744804,2401100,0,0,3.839999914,3.910000086,3.599999905,3.650000095,591800,0,0,30.01928324,30.18302506,29.52805777,29.64631653,606400,0,0,43.90718787,44.27167865,42.66418078,43.82307434,2006300,0,0
2022-05-24 00:00:00-04:00,15.29604253,16.02907973,14.97839326,15.92156887,2104300,0,0,3.839999914,4.025000095,3.561000109,3.910000086,2096600,0,0,29.3734098,29.85553649,28.83670135,29.84644127,797600,0,0,43.74829853,44.37447411,42.67351518,44.33708954,2345100,0,0
2022-05-25 00:00:00-04:00,15.8531518,16.18546217,15.67722442,16.00953293,2233500,0,0,3.849999905,3.994999886,3.50999999,3.950000048,957200,0,0,29.77366907,30.35586065,29.69179816,30.11934662,575300,0,0,44.62681902,46.27170126,44.55204987,46.18758774,2453500,0,0
2022-05-26 00:00:00-04:00,16.33206497,16.77188795,16.00952873,16.10726738,2583500,0,0,3.910000086,4.199999809,3.855000019,4.099999905,792200,0,0,30.16482903,30.79250366,30.02837636,30.66514969,397900,0,0,46.33712567,46.56142601,44.88850358,45.63618088,2264500,0,0
2022-05-27 00:00:00-04:00,16.0193079,16.47183749,15.89224893,16.06817818,2534800,0,0,4.059999943,4.179999828,3.900000095,4.039999962,1167600,0,0,30.76521824,31.25644374,30.60147641,31.22915459,408300,0,0,45.75767878,46.77638543,45.27168992,46.58946609,2004900,0,0
2022-05-31 00:00:00-04:00,16.53731798,17.02600941,15.50617877,15.9020195,3167100,0,0,4,4.494999886,3.859999895,4.440000057,6147700,0,0,30.82889477,31.23824934,30.60147595,30.90167046,740900,0,0,47.19695496,47.59883031,45.5988015,45.8885231,2433100,0,0
2022-06-01 00:00:00-04:00,16.14636708,16.9087246,16.12681898,16.45912933,2606800,0,0,4.320000172,4.429999828,3.980000019,4.039999962,925800,0,0,30.81070254,31.3383159,30.71973639,31.11089706,599700,0,0,46.24366019,47.85116126,45.86982514,47.17825317,1889900,0,0
2022-06-02 00:00:00-04:00,16.24410574,16.76211752,16.11704491,16.64483261,3283000,0,0,4.260000229,4.420000076,3.950000048,4.380000114,1086400,0,0,31.25644276,31.82044045,30.60147545,31.75676346,569100,0,0,46.96330622,48.36519596,46.61750775,48.14089203,2515100,0,0
2022-06-03 00:00:00-04:00,16.71325021,17.73950165,16.40048794,17.71995354,1937000,0,0,4.28000021,4.510000229,4.150000095,4.360000134,1744100,0,0,31.49295577,31.49295577,30.90166895,31.00173378,542900,0,0,48.36519306,49.58016338,48.24369496,49.38389969,2461500,0,0
2022-06-06 00:00:00-04:00,17.95452531,18.17932293,17.5928928,17.78837013,2767000,0,0,4.360000134,4.400000095,3.75,3.970000029,2059600,0,0,31.34740616,31.39288922,30.85618072,31.03811646,754000,0,0,49.53344284,50.97271731,49.3558714,50.72972107,2903700,0,0
2022-06-07 00:00:00-04:00,17.71017631,18.58982041,17.55379335,18.31615257,1929400,0,0,3.980000019,4.175000191,3.779999971,4.159999847,870200,0,0,30.78341058,31.56573185,30.71973359,31.49295616,458600,0,0,50.76709621,53.82321603,50.72971163,53.78583145,3551500,0,0
2022-06-08 00:00:00-04:00,18.31615469,18.64553261,17.98384436,18.08158302,1482600,0,0,4.099999905,4.260000229,3.980000019,4.03000021,660100,0,0,31.43837471,31.45656863,30.69244136,30.80160141,475100,0,0,53.64564379,54.38396961,53.17834725,53.59891129,2820400,0,0
2022-06-09 00:00:00-04:00,17.0064625,17.28990444,16.50799698,16.90872383,9301400,0,0,3.980000019,4.130000114,3.900000095,4.010000229,775500,0,0,30.67425108,30.94715296,30.3285735,30.34676743,454700,0,0,53.39330731,54.67369892,53.37461502,53.70172119,1832300,0,0
2022-06-10 00:00:00-04:00,16.62528017,16.95759044,15.8140526,16.48844719,3212100,0,0,3.920000076,3.920000076,3.690000057,3.869999886,577000,0,0,29.76457218,29.85553831,29.4461838,29.47347641,540200,0,0,53.49611251,53.86994762,52.6456329,52.68301392,2555400,0,0
2022-06-13 00:00:00-04:00,15.88247218,15.98021084,14.77802938,15.20807838,2951100,0,0,3.710000038,3.74000001,3.440000057,3.519999981,638500,0,0,28.68205896,28.79121901,27.89973775,28.07257652,793600,0,0,51.4493533,51.67365723,49.40259554,49.6268959,2881600,0,0
2022-06-14 00:00:00-04:00,15.64789972,15.74563838,14.37730182,14.7878027,2228100,0,0,3.569999933,3.880000114,3.484999895,3.734999895,417800,0,0,27.92702647,28.29089616,27.453995,27.90883255,950200,0,0,51.06616655,51.87926155,48.411922,49.26240158,2708600,0,0
2022-06-15 00:00:00-04:00,14.8855414,15.0565836,14.18182637,14.41639805,3571800,0,0,3.74000001,4.130000114,3.720000029,4.03000021,975200,0,0,28.14535287,28.20902986,27.47219339,27.67232132,985200,0,0,48.92594572,49.15024962,47.10349208,48.19696426,2433900,0,0
2022-06-16 00:00:00-04:00,14.01567053,14.43594546,13.69313425,13.93747997,4000300,0,0,3.920000076,4,3.769999981,3.819999933,565000,0,0,27.22657925,27.22657925,26.0985822,26.46245193,1038800,0,0,47.00069062,47.47733156,44.1034497,44.64551544,3684000,0,0
2022-06-17 00:00:00-04:00,13.89838549,14.07431379,12.92100257,13.05783558,8162900,0,0,3.849999905,4.539999962,3.849999905,4.380000114,3761400,0,0,26.81722468,26.89909559,26.24413007,26.6079998,1955000,0,0,44.69224657,45.46796064,41.39313371,42.05669403,6787500,0,0
2022-06-21 00:00:00-04:00,13.50743221,13.99612369,13.37059919,13.4585638,2283800,0,0,4.389999866,4.590000153,4.210000038,4.269999981,1066300,0,0,27.16290401,27.51767681,26.78993729,27.39941978,883600,0,0,43.4772678,44.64550908,43.04735587,44.08475113,2750500,0,0
2022-06-22 00:00:00-04:00,12.56914447,12.94055011,12.06090582,12.52027607,5172300,0,0,4.179999828,4.489999771,4.135000229,4.349999905,740800,0,0,26.99915914,27.21748097,26.82632037,27.01735306,932800,0,0,42.19687866,43.019318,41.5987361,41.82304001,2659100,0,0
2022-06-23 00:00:00-04:00,12.45185858,12.61801376,11.67483906,11.8947506,3671400,0,0,4.340000153,4.699999809,4.150000095,4.659999847,1110800,0,0,26.9991602,27.20838508,26.58070871,27.17199898,586000,0,0,42.3464166,42.65483049,39.43983136,39.86974335,3085500,0,0
2022-06-24 00:00:00-04:00,12.0511308,12.58380455,11.75791575,12.02180958,10402800,0,0,4.710000038,4.840000153,4.410999775,4.789999962,1331300,0,0,27.27206418,29.25515655,27.27206418,29.24606133,3762400,0,0,40.50526022,42.29033268,40.10338495,40.64545059,3534100,0,0
2022-06-27 00:00:00-04:00,12.29547694,12.96987167,12.09022649,12.79394245,4134300,0,0,4.75,4.789999962,4.480000019,4.679999828,733700,0,0,29.48257441,29.48257441,28.65477008,29.1096077,716600,0,0,41.39313034,43.70157293,40.83237232,43.31838989,2698500,0,0
2022-06-28 00:00:00-04:00,13.07738304,13.36082404,12.78905502,13.07738304,2485800,0,0,4.670000076,4.809999943,4.460000038,4.699999809,689400,0,0,29.40980289,29.45528596,28.97315745,29.01864052,479300,0,0,44.27167295,45.08477149,43.4211934,44.40251541,2609600,0,0
2022-06-29 00:00:00-04:00,13.39992034,13.39992034,12.67665718,13.01874065,4325200,0,0,4.829999924,4.889999866,4.480000019,4.489999771,1035100,0,0,30.00108989,30.00108989,28.89128669,28.95496368,886700,0,0,44.57074706,45.21561863,42.40249118,43.18754959,2331100,0,0
2022-06-30 00:00:00-04:00,12.58869086,12.95032239,12.27592865,12.47140503,2963300,0,0,4.440000057,4.449999809,4.059999943,4.070000172,1290400,0,0,28.45464261,29.68270455,28.13625592,28.91857719,1027500,0,0,41.70154519,43.05670597,41.32771007,42.20622635,2853600,0,0
2022-07-01 00:00:00-04:00,12.59846659,12.68154418,11.81167302,12.39321613,2254600,0,0,4.039999962,4.474999905,4,4.420000076,958500,0,0,28.65477137,29.30063999,28.45464343,29.21876907,589900,0,0,42.6548252,43.11277735,41.28097231,42.66417313,1589000,0,0
2022-07-05 00:00:00-04:00,11.91429741,11.91429741,10.84406378,11.06397438,3826900,0,0,4.360000134,4.71999979,4.179999828,4.639999866,1387900,0,0,28.65477043,29.35522079,28.32728679,29.35522079,825100,0,0,41.44920426,41.58939465,39.75759296,40.94452667,3124600,0,0
2022-07-06 00:00:00-04:00,11.0737479,11.4207193,10.46777062,10.96623611,2871100,0,0,4.53000021,4.829999924,4.429999828,4.820000172,1281900,0,0,29.2005685,29.74637563,29.0459254,29.50076294,639700,0,0,40.45853486,41.00994492,38.53327185,41.00994492,4349400,0,0
2022-07-07 00:00:00-04:00,11.464701,11.98271461,11.37185029,11.85565472,3137600,0,0,4.800000191,4.860000134,4.570000172,4.710000038,995200,0,0,29.87373591,30.27399178,29.74638193,30.20121956,483800,0,0,42.18753327,43.14081869,42.10341975,42.729599,2205900,0,0
2022-07-08 00:00:00-04:00,12.17819161,12.236835,11.54289307,11.8947506,2443500,0,0,4.639999866,4.860000134,4.53000021,4.840000153,1100300,0,0,30.33766921,30.33766921,29.81005936,29.88283157,437600,0,0,43.49596035,43.49596035,42.18752869,42.66417313,1820800,0,0
2022-07-11 00:00:00-04:00,11.66017792,11.87520148,11.40605816,11.7676897,1847800,0,0,4.829999924,4.829999924,4.380000114,4.400000095,1656300,0,0,29.62811717,29.92831161,29.54624627,29.664505,372300,0,0,42.11276635,43.34642895,41.96323159,42.68286514,1476100,0,0
2022-07-12 00:00:00-04:00,11.22035519,11.66017824,11.16171274,11.41583252,2264400,0,0,4.420000076,4.610000134,4.260000229,4.489999771,2656500,0,0,29.45528175,30.219409,29.45528175,29.79186058,438600,0,0,41.86976901,42.57071382,41.43051269,42.29033661,1687700,0,0
2022-07-13 00:00:00-04:00,11.21058158,11.74814234,11.19103348,11.25945091,2163000,0,0,4.400000095,4.605000019,4.400000095,4.5,362700,0,0,29.33702616,29.58263889,29.03683341,29.38250923,521400,0,0,41.47724419,42.39314503,40.51461084,40.72022247,2337400,0,0
2022-07-14 00:00:00-04:00,10.76098669,11.06397489,10.54596218,11.03465366,2549200,0,0,4.460000038,4.489999771,4.289999962,4.369999886,440700,0,0,28.94586895,30.06476919,28.92767502,30.02838135,609700,0,0,39.36505975,40.12208143,38.56130913,39.79497528,1708200,0,0
2022-07-15 00:00:00-04:00,11.39628392,11.43537919,10.84895004,11.25945091,2726200,0,0,4.400000095,4.429999828,4.159999847,4.269999981,557600,0,0,30.50140694,31.01082628,29.95560324,30.80160141,716600,0,0,40.75760763,41.30901773,40.13142837,41.27163315,1747200,0,0
2022-07-18 00:00:00-04:00,11.58198722,11.99248809,11.58198722,11.7579155,1974600,0,0,4.320000172,4.400000095,4.210000038,4.230000019,412700,0,0,31.14727918,31.32921143,30.06476351,30.15573311,568300,0,0,42.08472387,42.73893972,41.7482698,42.00061035,1826500,0,0
2022-07-19 00:00:00-04:00,11.73836863,12.2759294,11.70904647,12.14886951,2035900,0,0,4.309999943,4.400000095,4.130000114,4.289999962,549500,0,0,30.37405549,31.00173362,30.33766765,30.79250526,630400,0,0,41.81369609,43.23427444,41.81369609,43.08473969,1236100,0,0
2022-07-20 00:00:00-04:00,11.96316512,12.47140462,11.86151722,12.38344002,2259400,0,0,4.349999905,4.5,4.320000172,4.460000038,885600,0,0,30.67425172,30.98354146,30.45592813,30.85618401,349900,0,0,42.50529671,43.06605475,41.79500748,42.86044312,1549600,0,0
2022-07-21 00:00:00-04:00,11.89474898,12.09022536,11.4549269,11.91429615,3282400,0,0,4.480000019,4.570000172,4.429999828,4.519999981,578200,0,0,30.68333963,31.31101418,30.54689045,31.31101418,401900,0,0,41.32770725,41.477242,39.50525003,40.97256088,1465900,0,0
2022-07-22 00:00:00-04:00,11.93384599,12.35412096,11.66017902,11.77746487,2712400,0,0,4.539999962,4.539999962,4.179999828,4.300000191,1011100,0,0,31.36560046,31.61121318,31.10179382,31.28372955,345600,0,0,41.22490362,41.78565807,40.3931163,40.59872437,1590300,0,0
2022-07-25 00:00:00-04:00,12.09999984,12.69620304,11.79701074,12.55937004,2681200,0,0,4.309999943,4.414999962,3.960000038,4.159999847,1108500,0,0,31.55663149,31.72037331,31.26553571,31.65669632,344900,0,0,41.31836349,42.38379914,41.00994959,42.35576248,1466100,0,0
2022-07-26 00:00:00-04:00,14.07431372,14.09386182,13.17512135,13.48788452,10050700,0,0,4.150000095,4.210000038,4,4.159999847,355600,0,0,31.26553794,31.63850466,31.07450696,31.38379669,356800,0,0,42.89782138,43.13146964,42.04734187,42.66417313,1101500,0,0
2022-07-27 00:00:00-04:00,13.9179328,14.29911248,13.38037199,14.12318325,6326500,0,0,4.25,4.25,4.130000114,4.190000057,470200,0,0,31.4565733,31.7203765,31.04721872,31.39289284,728000,0,0,42.68286976,44.59878868,42.68286976,44.39317703,1556300,0,0
2022-07-28 00:00:00-04:00,14.32843311,14.455493,13.2630856,13.71268177,4731100,0,0,4.210000038,4.25,4.03000021,4.130000114,714800,0,0,31.72037221,32.00237276,31.14727935,31.85682487,1140400,0,0,45.1221569,45.60814578,43.0473625,43.67353821,1554000,0,0
2022-07-29 00:00:00-04:00,13.98635031,14.17205265,13.66381308,13.87883759,3794500,0,0,4.090000153,4.15500021,3.940000057,3.980000019,645900,0,0,31.45657068,31.93869743,30.55599069,31.02902222,1061100,0,0,44.34643565,45.27168066,43.96325269,44.69223404,1818000,0,0
2022-08-01 00:00:00-04:00,13.53675204,13.67358503,13.25331107,13.55629921,2678900,0,0,3.960000038,3.970000029,3.605000019,3.680000067,999400,0,0,30.95624911,31.56573336,30.48321754,31.39289284,772900,0,0,43.71092012,44.66420552,42.8697849,44.30905914,1377100,0,0
2022-08-02 00:00:00-04:00,13.575849,13.86808629,13.35202823,13.79087257,2400000,0,0,3.609999895,3.769999981,3.609999895,3.700000048,731600,0,0,31.16547474,31.30192742,30.75612362,30.84708977,604600,0,0,44.52401818,45.9539446,44.32775447,45.52403259,1903200,0,0
2022-08-03 00:00:00-04:00,14.01567084,14.15250385,12.57891773,13.39991951,4748200,0,0,3.75,3.920000076,3.730000019,3.789999962,555100,0,0,30.83799177,31.27463547,30.48321552,31.21095848,431800,0,0,45.90721335,46.40255014,44.06606732,44.25298309,1328200,0,0
2022-08-04 00:00:00-04:00,13.34127633,13.40969377,12.42253681,12.48118019,2774000,0,0,3.839999914,3.849999905,3.730000019,3.799999952,1012200,0,0,31.25644278,31.46566768,31.01992527,31.09270096,378700,0,0,43.95390919,44.21559766,42.34641159,42.40248489,1858500,0,0
2022-08-05 00:00:00-04:00,12.27592947,13.28263358,12.1449594,12.77439404,2195100,0,0,3.75,3.839999914,3.640000105,3.769999981,783200,0,0,30.79928676,31.59700473,30.79928676,31.21190071,363000,0.27,0,41.85107422,43.7109159,41.43985458,43.27165604,1619700,0,0
2022-08-08 00:00:00-04:00,12.69620482,13.03828924,12.53004963,12.86236,2519500,0,0,3.809999943,3.964999914,3.799999952,3.940000057,752700,0,0,31.40445179,31.47780694,31.03768307,31.33109665,319000,0,0,43.83241846,44.5333633,42.96324658,44.06606674,1728700,0,0
2022-08-09 00:00:00-04:00,13.04806145,13.36082367,12.73041128,12.93077469,1792100,0,0,3.910000086,4.150000095,3.869999886,4.03000021,601200,0,0,31.21190219,31.42279299,31.09270182,31.39528656,286200,0,0,44.54270943,46.1128262,44.54270943,46.06609726,1479500,0,0
2022-08-10 00:00:00-04:00,13.02851327,13.22398965,12.50072657,13.04806137,1851500,0,0,4.099999905,4.21999979,4,4.210000038,886100,0,0,31.91792856,31.945435,31.56032748,31.76205063,357000,0,0,46.08478716,47.25302853,45.33710982,46.56142807,1936500,0,0
2022-08-11 00:00:00-04:00,13.39014625,13.6980224,13.34127692,13.57584953,1516500,0,0,4.21999979,4.489999771,4.170000076,4.460000038,1186900,0,0,32.0921426,32.0921426,31.51448305,31.59700584,436800,0,0,47.1876063,47.58013368,46.1688997,47.32779312,1419300,0,0
2022-08-12 00:00:00-04:00,13.49765828,14.16227802,13.28752081,14.15250397,1720600,0,0,4.480000019,4.550000191,4.309999943,4.369999886,991000,0,0,32.00044973,32.43139895,31.87207823,32.40389252,338800,0,0,47.37452805,48.32781355,47.14087975,48.25304794,1217400,0,0
2022-08-15 00:00:00-04:00,13.50743191,13.80064698,12.94054988,13.75177765,1935300,0,0,4.21999979,4.289999962,4.150000095,4.25,1241200,0,0,32.2113375,32.68813538,32.11964358,32.66062546,278100,0,0,46.54273426,47.58013314,45.36514856,47.48667526,1402400,0,0
2022-08-16 00:00:00-04:00,13.91793125,14.19159911,13.38037051,13.52697849,2465200,0,0,4.25,4.329999924,4.090000153,4.130000114,925000,0,0,32.53225898,32.61478176,32.28469063,32.42222977,313600,0,0,48.03808228,48.30911155,46.87918538,47.4305954,1139400,0,0
2022-08-17 00:00:00-04:00,13.41946629,13.87785965,13.30218046,13.49765778,2347900,0,0,4.050000191,4.204999924,3.930000067,4.039999962,752600,0,0,32.14715578,32.46807577,31.72537071,32.3672142,316900,0,0,47.20451865,49.68202679,47.20451865,49.02261353,1404600,0.4,0
